batch_id,timestamp,machine_id,product_line,temperature,pressure,cycle_time,vibration,quality_measurement,defect_rate,temperature_tolerance,pressure_tolerance,cycle_time_tolerance,vibration_tolerance,operator_shift,operator_id,raw_material_batch,ambient_temperature,energy_consumption,maintenance_days,production_speed,actual_status,final_outcome,temperature_tolerance_distance,temperature_limit_utilization_pct,pressure_tolerance_distance,pressure_limit_utilization_pct,cycle_time_tolerance_distance,cycle_time_limit_utilization_pct,vibration_tolerance_distance,vibration_limit_utilization_pct,temperature_rolling_mean,temperature_rolling_std,temperature_rolling_z,temperature_drift_flag,pressure_rolling_mean,pressure_rolling_std,pressure_rolling_z,pressure_drift_flag,cycle_time_rolling_mean,cycle_time_rolling_std,cycle_time_rolling_z,cycle_time_drift_flag,vibration_rolling_mean,vibration_rolling_std,vibration_rolling_z,vibration_drift_flag
206,2026-01-03 03:15:00,M-02,Line-B,74.682,100.661,44.352,2.246,47.331,2.631,78.0,108.0,49.0,3.3,Shift-A,OP-003,RM-0150,26.34,86.74,84.0,101.0,Warning,Accepted,3.317999999999998,95.74615384615385,7.338999999999999,93.20462962962964,4.648000000000003,90.5142857142857,1.0539999999999998,68.06060606060606,70.04116,1.4076536233510233,3.2968621847128383,True,99.35796,1.7617303870532168,0.7396364446999998,False,41.5426,1.19048547520187,2.359877594914468,False,1.9217199999999999,0.21721466340926465,1.4929010542396417,False
207,2026-01-03 03:30:00,M-05,Line-A,70.21,100.903,39.311,1.918,49.326,0.76,78.0,108.0,49.0,3.3,Shift-A,OP-001,RM-0148,26.61,85.54,58.0,101.09,Stable,Accepted,7.790000000000006,90.0128205128205,7.096999999999994,93.4287037037037,9.689,80.2265306122449,1.382,58.12121212121212,70.09884,1.3826322323741511,0.080397373500488,False,99.43392,1.7865967162923708,0.8222784619512281,False,41.48044,1.2655439568290852,-1.7142352016248377,False,1.93256,0.20956086625767417,-0.0694786209849757,False
208,2026-01-03 03:45:00,M-06,Line-B,71.471,103.237,42.381,1.926,50.248,1.148,78.0,108.0,49.0,3.3,Shift-A,OP-016,RM-0119,27.6,81.82,78.0,102.01,Stable,Accepted,6.528999999999996,91.62948717948719,4.763000000000005,95.58981481481482,6.619,86.49183673469388,1.3739999999999999,58.36363636363636,70.14644,1.4093899708738977,0.9398108595726041,False,99.73443999999999,1.7683369324500073,1.980708503976814,False,41.51192,1.2782112149406113,0.6799189287666955,False,1.92868,0.20871286496045266,-0.01284060759986131,False
209,2026-01-03 04:00:00,M-02,Line-B,70.792,103.907,41.26,1.967,49.827,1.549,78.0,108.0,49.0,3.3,Shift-A,OP-027,RM-0148,26.51,81.22,56.0,105.58,Stable,Accepted,7.207999999999998,90.75897435897437,4.0930000000000035,96.21018518518518,7.740000000000002,84.20408163265306,1.3329999999999997,59.60606060606061,70.23304,1.378309395600248,0.40554029580315987,False,99.96748,1.918843773387171,2.0530696946973976,False,41.44068,1.2384512074899359,-0.1458919002277049,False,1.93052,0.20884506218725912,0.1746749461918836,False
210,2026-01-03 04:15:00,M-05,Line-C,70.407,97.369,38.553,1.798,52.85,0.888,78.0,108.0,49.0,3.3,Shift-A,OP-011,RM-0054,25.61,86.7,34.0,100.69,Stable,Accepted,7.5930000000000035,90.26538461538462,10.631,90.15648148148148,10.447000000000003,78.67959183673469,1.5019999999999998,54.48484848484849,70.22476,1.3765461089262216,0.13238931759587033,False,99.95052,1.9406143597668715,-1.3302591455162267,False,41.3852,1.335726674885226,-2.120343969505109,False,1.9180000000000001,0.20694806111679362,-0.5798556379432648,False
211,2026-01-03 04:30:00,M-02,Line-B,68.126,98.677,43.223,1.622,48.194,0.51,78.0,108.0,49.0,3.3,Shift-A,OP-003,RM-0097,26.38,86.15,37.0,99.23,Stable,Accepted,9.873999999999995,87.34102564102565,9.322999999999993,91.3675925925926,5.777000000000001,88.21020408163265,1.6779999999999997,49.151515151515156,70.1642,1.4353899296009864,-1.4199625885396685,False,99.96132,1.9324002932450057,-0.6646242005290138,False,41.40768,1.362552559230876,1.3322935601285713,False,1.9093200000000001,0.21480140440260972,-1.3376076418079008,False
212,2026-01-03 04:45:00,M-05,Line-C,65.714,97.174,41.182,1.423,50.86,0.425,78.0,108.0,49.0,3.3,Shift-A,OP-028,RM-0005,26.37,85.44,116.0,103.69,Stable,Accepted,12.286000000000001,84.24871794871794,10.825999999999993,89.97592592592594,7.817999999999998,84.04489795918367,1.8769999999999998,43.121212121212125,69.97068,1.6853029332041776,-2.525765496596509,False,99.95232,1.9453121583266226,-1.4282129416134082,False,41.3886,1.3622263639596057,-0.15166348667593466,False,1.8781199999999998,0.2266857810568045,-2.0077130461303727,False
213,2026-01-03 05:00:00,M-05,Line-B,66.54,101.343,42.665,1.638,51.37,0.431,78.0,108.0,49.0,3.3,Shift-A,OP-001,RM-0072,26.11,82.06,85.0,94.97,Stable,Accepted,11.459999999999994,85.30769230769232,6.6569999999999965,93.83611111111111,6.335000000000001,87.07142857142857,1.662,49.63636363636363,69.83444,1.8196934970849565,-1.8104367605190084,False,99.97028,1.9564094561210978,0.7016527116576319,False,41.51328,1.328981706671172,0.8666183998008679,False,1.8715600000000001,0.23130626882987884,-1.0097434936870602,False
214,2026-01-03 05:15:00,M-03,Line-A,68.826,100.853,40.654,1.677,49.697,0.999,78.0,108.0,49.0,3.3,Shift-A,OP-029,RM-0079,26.1,79.02,14.0,105.47,Stable,Accepted,9.174000000000007,88.23846153846154,7.147000000000006,93.3824074074074,8.345999999999997,82.96734693877552,1.6229999999999998,50.81818181818182,69.77464,1.8275853349889342,-0.519067417448803,False,99.92859999999999,1.9245359613856827,0.4803235785391246,False,41.466840000000005,1.3382517725251166,-0.6073894439655941,False,1.8734,0.22948874336954636,-0.8558153969396941,False
215,2026-01-03 05:30:00,M-05,Line-B,71.414,100.523,43.057,1.641,50.295,1.087,78.0,108.0,49.0,3.3,Shift-A,OP-004,RM-0046,26.97,79.75,40.0,101.31,Stable,Accepted,6.5859999999999985,91.55641025641026,7.477000000000004,93.07685185185186,5.942999999999998,87.87142857142858,1.6589999999999998,49.727272727272734,69.79688,1.8446217164141308,0.8766675495632866,False,99.98292,1.9212472927762452,0.28110904932991504,False,41.56568,1.361532889797363,1.0953242563401864,False,1.8706800000000001,0.23190869611408174,-0.990389769114198,False
216,2026-01-03 05:45:00,M-02,Line-A,70.758,101.788,41.004,2.27,51.428,1.042,78.0,108.0,49.0,3.3,Shift-A,OP-024,RM-0067,26.73,87.78,7.0,103.28,Stable,Accepted,7.242000000000004,90.71538461538461,6.212000000000003,94.24814814814815,7.996000000000002,83.68163265306123,1.0299999999999998,68.78787878787878,69.80004,1.8462627675026688,0.5188643874868235,False,100.11363999999999,1.928725548127586,0.8681172920768754,False,41.571999999999996,1.3584162040160197,-0.4181339992270141,False,1.8826000000000003,0.24464242613795925,1.583535636543828,False
217,2026-01-03 06:00:00,M-01,Line-B,84.418181809721,99.263,43.25,1.765,51.24,0.623,78.0,108.0,49.0,3.3,Shift-A,OP-023,RM-0089,25.45,78.75,83.0,95.86,Stable,Accepted,-6.4181818097210055,108.22843821759103,8.736999999999995,91.91018518518518,5.75,88.26530612244898,1.535,53.48484848484848,70.34200727238884,3.4581585317610193,4.070424883084833,True,100.10704,1.9314499191022418,-0.43699812853149783,False,41.710879999999996,1.3447757966788751,1.1445179217242687,False,1.8846800000000001,0.2433580558217326,-0.4917856513764623,False
218,2026-01-03 06:15:00,M-01,Line-D,70.797,100.161,41.954,1.819,48.849,0.589,78.0,108.0,49.0,3.3,Shift-A,OP-019,RM-0105,26.35,85.08,102.0,99.58,Stable,Accepted,7.203000000000003,90.76538461538462,7.838999999999999,92.74166666666666,7.045999999999999,85.62040816326531,1.4809999999999999,55.121212121212125,70.34004727238884,3.45787485321362,0.13214842844485192,False,100.03847999999999,1.896176945857125,0.06461422298572782,False,41.73024,1.3446474221891669,0.16640793438305476,False,1.87092,0.2365968652934076,-0.2194450037857143,False
219,2026-01-03 06:30:00,M-03,Line-C,70.194,100.105,42.146,1.766,50.098,0.886,78.0,108.0,49.0,3.3,Shift-A,OP-026,RM-0087,27.22,80.69,116.0,100.57,Stable,Accepted,7.805999999999997,89.99230769230769,7.894999999999996,92.68981481481482,6.853999999999999,86.01224489795919,1.5339999999999998,53.515151515151516,70.30980727238884,3.4556233762734636,-0.03351270082960301,False,100.09876,1.8722790096564286,0.0033328365953055362,False,41.774480000000004,1.339174749612602,0.2774245856319128,False,1.8504799999999997,0.22165440818234783,-0.3811338592034711,False
220,2026-01-03 06:45:00,M-06,Line-B,68.303,100.503,42.643,1.631,51.846,1.391,78.0,108.0,49.0,3.3,Shift-A,OP-005,RM-0101,27.35,82.49,62.0,103.52,Stable,Accepted,9.697000000000003,87.56794871794872,7.497,93.05833333333334,6.356999999999999,87.0265306122449,1.6689999999999998,49.42424242424243,70.33576727238884,3.437229414610831,-0.5913970315010213,False,100.16852,1.8526678988241239,0.1805396424325652,False,41.82356,1.347944950656361,0.6079180011030766,False,1.8332,0.221234980657822,-0.9139603483986878,False
221,2026-01-03 07:00:00,M-01,Line-A,70.656,98.835,43.17,1.802,51.344,0.53,78.0,108.0,49.0,3.3,Shift-A,OP-028,RM-0113,26.4,90.59,82.0,99.09,Stable,Accepted,7.343999999999994,90.5846153846154,9.165000000000006,91.51388888888889,5.829999999999998,88.10204081632654,1.4979999999999998,54.606060606060616,70.36012727238885,3.4372556421645712,0.08607818516077326,False,100.11471999999999,1.871751219224052,-0.6837019721726239,False,41.91468,1.3592960715017122,0.9235074141082174,False,1.8246799999999999,0.21802001437177015,-0.1040271466147398,False
222,2026-01-03 07:15:00,M-03,Line-D,70.865,102.397,42.949,1.836,50.437,0.973,78.0,108.0,49.0,3.3,Shift-A,OP-021,RM-0132,25.12,89.59,54.0,99.17,Stable,Accepted,7.135000000000005,90.85256410256409,5.602999999999994,94.81203703703704,6.051000000000002,87.65102040816326,1.4639999999999997,55.63636363636364,70.47764727238884,3.400630742828303,0.11390614180268151,False,100.29164,1.8700096452514363,1.1258551555315233,False,41.93356,1.370662281526704,0.7408389460232001,False,1.8422800000000001,0.198893086858242,-0.0315747525426866,False
223,2026-01-03 07:30:00,M-05,Line-A,72.441,97.14,42.742,2.248,49.744,1.059,78.0,108.0,49.0,3.3,Shift-A,OP-010,RM-0053,26.46,82.75,84.0,93.04,Stable,Accepted,5.5589999999999975,92.87307692307692,10.86,89.94444444444444,6.258000000000003,87.22857142857143,1.0519999999999996,68.12121212121212,70.60696727238884,3.411790860105517,0.5375571958576728,False,100.05652,1.8824211608103867,-1.5493450991299083,False,41.8908,1.3255854995686442,0.6421313451882098,False,1.85924,0.21471750433224315,1.8105650082372995,False
224,2026-01-03 07:45:00,M-02,Line-B,70.289,100.047,42.566,1.853,50.3,0.348,78.0,108.0,49.0,3.3,Shift-A,OP-023,RM-0137,27.0,89.91,40.0,96.09,Stable,Accepted,7.7109999999999985,90.11410256410257,7.953000000000003,92.6361111111111,6.4339999999999975,86.86938775510204,1.4469999999999998,56.151515151515156,70.67900727238883,3.384086175267288,-0.11524744116719318,False,100.13024,1.8425143662940757,-0.04517739536947413,False,41.87964,1.3183722564839764,0.5206116835547522,False,1.8627600000000002,0.2138276720476878,-0.04564423260345621,False
225,2026-01-03 08:00:00,M-05,Line-D,70.983,101.931,43.489,2.264,50.027,1.57,78.0,108.0,49.0,3.3,Shift-B,OP-012,RM-0120,26.29,84.03,51.0,98.72,Stable,Accepted,7.016999999999996,91.00384615384615,6.069000000000003,94.38055555555556,5.511000000000003,88.7530612244898,1.036,68.60606060606061,70.75052727238885,3.370281875162557,0.06897723579869425,False,100.14272000000001,1.8540390260186161,0.9645320162651367,False,41.99196,1.3315472979457617,1.1242860109509816,False,1.8756799999999998,0.228038140084797,1.7028730363070033,False
226,2026-01-03 08:15:00,M-02,Line-B,69.833,102.473,42.303,2.113,49.491,1.08,78.0,108.0,49.0,3.3,Shift-B,OP-028,RM-0083,27.16,85.36,8.0,101.16,Stable,Accepted,8.167000000000002,89.52948717948718,5.527000000000001,94.88240740740741,6.697000000000003,86.33265306122449,1.1869999999999998,64.03030303030303,70.79252727238884,3.351229816308517,-0.2863209403662411,False,100.19807999999999,1.903474868934898,1.1951405490701095,False,42.02428,1.328785457977821,0.20975545625263156,False,1.88848,0.23214778339095446,0.9671425534220646,False
227,2026-01-03 08:30:00,M-05,Line-A,72.757,97.015,41.595,1.643,48.278,0.959,78.0,108.0,49.0,3.3,Shift-B,OP-003,RM-0130,25.96,86.93,50.0,102.86,Stable,Accepted,5.242999999999995,93.27820512820514,10.985,89.82870370370371,7.405000000000001,84.88775510204081,1.6569999999999998,49.78787878787879,70.86760727238884,3.374218225632775,0.5599497724415393,False,100.16776,1.949200696866981,-1.617462996533678,False,42.04472,1.317602131398801,-0.34131699492817663,False,1.86672,0.22846690497020974,-0.979222789529062,False
228,2026-01-03 08:45:00,M-04,Line-A,69.867,97.055,42.931,2.001,49.82,0.976,78.0,108.0,49.0,3.3,Shift-B,OP-027,RM-0079,26.55,82.25,6.0,94.28,Stable,Accepted,8.132999999999996,89.57307692307694,10.944999999999993,89.86574074074075,6.069000000000003,87.61428571428571,1.299,60.63636363636363,70.85564727238884,3.3773371742734564,-0.2927298109053955,False,100.08888,2.035288581503875,-1.4906387367231542,False,42.12616,1.3064524701138842,0.6160499661574679,False,1.8727200000000002,0.2300013623148064,0.5577358269053247,False
229,2026-01-03 09:00:00,M-04,Line-C,71.6,99.146,41.198,1.797,49.464,0.996,78.0,108.0,49.0,3.3,Shift-B,OP-004,RM-0044,27.11,81.74,103.0,100.97,Stable,Accepted,6.400000000000006,91.7948717948718,8.854,91.80185185185185,7.802,84.07755102040817,1.503,54.45454545454545,70.93344727238885,3.3709230896985845,0.19773596426691192,False,100.1454,1.9861665338032604,-0.5031803642800629,False,42.07044,1.3154755185863394,-0.6632126464334015,False,1.86808,0.23032475623200713,-0.30860772920302515,False
230,2026-01-03 09:15:00,M-02,Line-A,70.801,101.015,39.785,2.208,49.812,0.895,78.0,108.0,49.0,3.3,Shift-B,OP-023,RM-0004,26.68,80.13,9.0,102.47,Stable,Accepted,7.198999999999998,90.77051282051283,6.984999999999999,93.5324074074074,9.215000000000003,81.19387755102039,1.0919999999999996,66.90909090909092,70.90976727238885,3.3696394122765674,-0.03227860880086322,False,100.14084000000001,1.9839438348905085,0.4406173121570415,False,42.014520000000005,1.382764896864248,-1.6123637539946094,False,1.87488,0.23793422060168964,1.4000508172284087,False
231,2026-01-03 09:30:00,M-03,Line-C,71.786,99.61,41.53,1.917,49.054,1.384,78.0,108.0,49.0,3.3,Shift-B,OP-015,RM-0015,27.06,90.81,54.0,97.39,Stable,Accepted,6.213999999999999,92.03333333333333,8.39,92.23148148148148,7.469999999999999,84.75510204081633,1.3829999999999998,58.09090909090909,70.79392727238884,3.28322660054162,0.30216395281626346,False,100.0988,1.9835976994676592,-0.24642093511762875,False,41.90164,1.2964909332502048,-0.2866506741148786,False,1.86172,0.22531635537616923,0.24534392946179676,False
232,2026-01-03 09:45:00,M-06,Line-B,72.097,100.24,43.682,1.943,50.194,1.37,78.0,108.0,49.0,3.3,Shift-B,OP-021,RM-0147,24.82,76.15,6.0,98.28,Stable,Accepted,5.903000000000006,92.43205128205128,7.760000000000005,92.81481481481481,5.317999999999998,89.14693877551021,1.3569999999999998,58.87878787878789,70.86940727238884,3.290924658347701,0.3730236499025473,False,100.07228,1.976818287889251,0.08484340772619606,False,42.076480000000004,1.2253463836809573,1.3102580799863255,False,1.86272,0.2256318018365323,0.35580090814575016,False
233,2026-01-03 10:00:00,M-01,Line-B,68.541,101.036,42.277,1.789,50.342,0.819,78.0,108.0,49.0,3.3,Shift-B,OP-005,RM-0040,25.32,83.0,13.0,99.46,Stable,Accepted,9.459000000000003,87.87307692307692,6.963999999999999,93.55185185185185,6.722999999999999,86.2795918367347,1.511,54.21212121212121,70.75220727238884,3.320646355143711,-0.6658966465861887,False,99.98424000000001,1.87646587765407,0.5605004666084747,False,42.07232,1.2244456813867515,0.16716135563334428,False,1.85724,0.22569453545297352,-0.30235557038650057,False
234,2026-01-03 10:15:00,M-05,Line-A,69.029,99.348,41.48,1.964,50.197,1.155,78.0,108.0,49.0,3.3,Shift-B,OP-023,RM-0129,27.01,82.42,25.0,102.57,Stable,Accepted,8.971000000000004,88.49871794871794,8.652000000000001,91.98888888888888,7.520000000000003,84.65306122448979,1.3359999999999999,59.51515151515152,70.68168727238884,3.3384386711501843,-0.49504796558669434,False,99.80188,1.6917983114623125,-0.2682825706379179,False,42.08112,1.219143426071491,-0.4930674989874011,False,1.8571199999999999,0.2256345348862481,0.47368635326096165,False
235,2026-01-03 10:30:00,M-03,Line-D,72.677,101.217,41.944,1.796,49.898,0.815,78.0,108.0,49.0,3.3,Shift-B,OP-019,RM-0118,26.64,85.79,60.0,100.45,Stable,Accepted,5.322999999999993,93.17564102564103,6.783000000000001,93.71944444444445,7.055999999999997,85.60000000000001,1.5039999999999998,54.42424242424243,70.77248727238883,3.361447171284632,0.5665752369635892,False,99.9558,1.635335490554378,0.7712178982750849,False,42.216759999999994,0.9743089978714888,-0.2799522539521574,False,1.8570399999999998,0.22565672306994722,-0.27049936367762945,False
236,2026-01-03 10:45:00,M-05,Line-B,69.639,100.664,41.562,1.921,49.247,0.313,78.0,108.0,49.0,3.3,Shift-B,OP-021,RM-0020,25.07,85.97,11.0,101.27,Stable,Accepted,8.361000000000004,89.28076923076922,7.3359999999999985,93.2074074074074,7.438000000000002,84.8204081632653,1.3789999999999998,58.21212121212122,70.83300727238884,3.3252392257415746,-0.35907409702908355,False,100.03528,1.6187961452882385,0.3883873839395961,False,42.15032,0.9593510706027656,-0.6132478693439706,False,1.8689999999999998,0.2205461025122265,0.2357783674600077,False
237,2026-01-03 11:00:00,M-04,Line-C,71.84,97.115,40.165,2.298,49.11,1.015,78.0,108.0,49.0,3.3,Shift-B,OP-028,RM-0116,26.88,79.37,12.0,97.71,Stable,Accepted,6.159999999999997,92.10256410256412,10.885000000000005,89.92129629629629,8.835,81.96938775510205,1.0019999999999998,69.63636363636364,71.07804727238884,3.153581731278881,0.24161502460954543,False,100.03292000000002,1.6231784128678102,-1.797658209885062,False,42.10964,1.0216609793207672,-1.9034102695131396,False,1.9040000000000001,0.21620534220966925,1.8223416497170126,False
238,2026-01-03 11:15:00,M-03,Line-B,70.641,101.489,43.153,2.355,49.903,0.91,78.0,108.0,49.0,3.3,Shift-B,OP-029,RM-0043,26.34,78.8,29.0,96.27,Stable,Accepted,7.358999999999995,90.56538461538463,6.510999999999996,93.9712962962963,5.847000000000001,88.0673469387755,0.9449999999999998,71.36363636363636,71.24208727238884,3.0111340256649175,-0.1996215602711694,False,100.03876,1.6283427485227824,0.8906233047776043,False,42.12916,1.0372567457802677,0.9870651641121165,False,1.93268,0.22674834067750127,1.8625053605162016,False
239,2026-01-03 11:30:00,M-02,Line-A,72.548,101.642,41.494,2.338,48.621,1.873,78.0,108.0,49.0,3.3,Shift-B,OP-014,RM-0004,25.89,85.39,22.0,100.69,Stable,Accepted,5.451999999999998,93.0102564102564,6.358000000000004,94.11296296296295,7.506,84.68163265306123,0.9619999999999997,70.84848484848484,71.39096727238885,2.978534831903833,0.38845700752527224,False,100.07032000000001,1.6522521680018238,0.9512349449059713,False,42.16276,1.0004320849846202,-0.6684711636475352,False,1.95912,0.23411096371877482,1.6183778580106514,False
240,2026-01-03 11:45:00,M-04,Line-B,69.708,101.493,40.036,1.675,51.026,0.401,78.0,108.0,49.0,3.3,Shift-B,OP-027,RM-0112,26.53,80.68,21.0,101.44,Stable,Accepted,8.292000000000002,89.36923076923077,6.507000000000005,93.975,8.963999999999999,81.70612244897958,1.6249999999999998,50.75757575757576,71.32272727238885,2.997467714380871,-0.5386971357996331,False,100.10912,1.6745640805893507,0.8264120889974805,False,42.04192,1.068081025328445,-1.8780597655343207,False,1.96048,0.23227751361966464,-1.229047080585898,False
241,2026-01-03 12:00:00,M-01,Line-B,71.296,99.566,42.113,2.023,49.733,0.665,78.0,108.0,49.0,3.3,Shift-B,OP-024,RM-0088,26.5,91.74,101.0,98.57,Stable,Accepted,6.7039999999999935,91.40512820512822,8.433999999999997,92.19074074074074,6.8870000000000005,85.94489795918368,1.2769999999999997,61.30303030303031,71.34424727238884,2.9951747616308215,-0.016108332978395278,False,100.02024,1.6403608159995564,-0.2769146858236837,False,42.086279999999995,1.0459785896470346,0.02554545596293819,False,1.9506000000000001,0.22365654472874288,0.32371062553885394,False
242,2026-01-03 12:15:00,M-04,Line-B,71.733,98.099,43.077,2.157,49.055,1.01,78.0,108.0,49.0,3.3,Shift-B,OP-027,RM-0107,25.65,89.35,68.0,94.75,Stable,Accepted,6.266999999999996,91.96538461538462,9.900999999999996,90.83240740740742,5.923000000000002,87.91224489795918,1.1429999999999998,65.36363636363637,70.83684,1.2598368836215463,0.7113301822247764,False,99.97368,1.6788185508466167,-1.116666240705173,False,42.079359999999994,1.0385044085927921,0.9606507124527659,False,1.9662799999999998,0.22384341997625667,0.8520241516155806,False
243,2026-01-03 12:30:00,M-01,Line-D,71.713,100.825,40.778,2.054,49.246,0.78,78.0,108.0,49.0,3.3,Shift-B,OP-025,RM-0044,25.69,87.29,16.0,101.75,Stable,Accepted,6.287000000000006,91.93974358974359,7.174999999999997,93.35648148148148,8.222000000000001,83.2204081632653,1.246,62.24242424242424,70.87348,1.271892327727959,0.6600558724178069,False,100.00024000000002,1.6871374000557076,0.48885170820867985,False,42.03232,1.0705586049659597,-1.1716500098001483,False,1.97568,0.22233003245925523,0.35226909803268636,False
244,2026-01-03 12:45:00,M-04,Line-D,69.181,102.251,44.952,1.884,48.758,1.703,78.0,108.0,49.0,3.3,Shift-B,OP-001,RM-0131,26.72,89.32,27.0,99.32,Stable,Accepted,8.819000000000003,88.69358974358974,5.748999999999995,94.67685185185185,4.048000000000002,91.73877551020408,1.416,57.09090909090909,70.83296,1.3100062175424654,-1.2610321828082869,False,100.08608,1.746247355521757,1.2397556355085548,False,42.14456,1.2196816551871243,2.301780950841046,False,1.9804000000000002,0.21891950575496957,-0.44034449862086783,False
245,2026-01-03 13:00:00,M-04,Line-C,71.468,97.678,42.087,2.152,48.559,0.479,78.0,108.0,49.0,3.3,Shift-B,OP-009,RM-0131,25.08,79.64,83.0,98.18,Stable,Accepted,6.5319999999999965,91.62564102564103,10.322000000000003,90.44259259259259,6.912999999999997,85.89183673469388,1.1479999999999997,65.21212121212122,70.95956,1.2039635957951156,0.42230512764318756,False,99.97308,1.8084399105306401,-1.2690938673912402,False,42.12232,1.2152754392866394,-0.029063370210732926,False,2.00124,0.20883870969402873,0.7218968179839824,False
246,2026-01-03 13:15:00,M-01,Line-C,70.028,103.11,41.349,1.942,50.584,0.582,78.0,108.0,49.0,3.3,Shift-B,OP-030,RM-0017,26.98,83.24,57.0,100.44,Stable,Accepted,7.971999999999994,89.77948717948718,4.890000000000001,95.47222222222223,7.651000000000003,84.38571428571427,1.3579999999999999,58.84848484848485,70.93444,1.2170414975121322,-0.7447897231548206,False,100.14407999999999,1.896322469940189,1.564037787356682,False,42.04948,1.2043880576181947,-0.5816065640714502,False,2.00684,0.20511738102852267,-0.3161116804186558,False
247,2026-01-03 13:30:00,M-05,Line-B,66.077,100.991,43.934,1.48,49.965,0.942,78.0,108.0,49.0,3.3,Shift-B,OP-018,RM-0093,24.71,75.08,103.0,93.24,Stable,Accepted,11.923000000000002,84.71410256410256,7.009,93.51018518518518,5.0660000000000025,89.66122448979591,1.8199999999999998,44.84848484848485,70.74292,1.557528274756704,-2.9957208967707802,False,100.08784,1.8469285918338574,0.4890064531965644,False,42.088879999999996,1.2502780464094103,1.4757677344642481,False,1.9926,0.228496900051912,-2.2433564739107745,False
248,2026-01-03 13:45:00,M-03,Line-C,70.348,97.882,40.649,1.996,49.858,0.597,78.0,108.0,49.0,3.3,Shift-B,OP-010,RM-0007,26.3,79.01,12.0,101.19,Stable,Accepted,7.652000000000001,90.18974358974359,10.117999999999995,90.63148148148149,8.350999999999999,82.95714285714286,1.3039999999999998,60.484848484848484,70.6592,1.5182051354587334,-0.2049788877218946,False,100.11752,1.8030232971318088,-1.2398730529750708,False,42.00516,1.274561155849334,-1.0640211289793202,False,1.98252,0.2222331958401657,0.06065700467942245,False
249,2026-01-03 14:00:00,M-05,Line-B,71.309,97.322,42.238,1.807,49.596,0.786,78.0,108.0,49.0,3.3,Shift-B,OP-014,RM-0049,26.39,90.3,6.0,100.21,Stable,Accepted,6.6910000000000025,91.42179487179487,10.677999999999997,90.11296296296297,6.7620000000000005,86.2,1.4929999999999999,54.75757575757576,70.7,1.5215438979317244,0.40025135050511834,False,100.00852,1.887837897348904,-1.4230670990198306,False,41.992039999999996,1.270228276072188,0.19363448651967,False,1.9806799999999998,0.22353685751273053,-0.7769635930849063,False
250,2026-01-03 14:15:00,M-01,Line-D,72.199,100.364,40.753,2.103,48.315,1.307,78.0,108.0,49.0,3.3,Shift-B,OP-021,RM-0046,25.86,98.66,33.0,97.95,Stable,Accepted,5.801000000000002,92.56282051282051,7.635999999999996,92.92962962962963,8.247,83.16938775510204,1.1969999999999996,63.727272727272734,70.74864,1.5501352865690767,0.9356344653053434,False,99.94584,1.8469184172561792,0.22640956746818713,False,41.882600000000004,1.2536350479040193,-0.9010596839076949,False,1.97424,0.21726563618452593,0.5926385886935337,False
251,2026-01-03 14:30:00,M-02,Line-D,70.351,101.033,42.624,1.765,51.046,0.91,78.0,108.0,49.0,3.3,Shift-B,OP-005,RM-0009,26.58,95.1,22.0,99.4,Stable,Accepted,7.649000000000001,90.19358974358974,6.966999999999999,93.54907407407408,6.375999999999998,86.98775510204082,1.535,53.48484848484848,70.76936,1.540820313988599,-0.271517707938982,False,99.88824000000001,1.7862789367845309,0.6408629561857041,False,41.89544,1.2597492501816834,0.5783373158546651,False,1.96032,0.21914487597629745,-0.8912825322966977,False
252,2026-01-03 14:45:00,M-03,Line-A,70.861,100.616,42.151,2.509,48.926,1.275,78.0,108.0,49.0,3.3,Shift-B,OP-001,RM-0015,26.08,85.76,80.0,98.16,Stable,Accepted,7.138999999999996,90.8474358974359,7.384,93.16296296296296,6.848999999999997,86.02244897959184,0.7909999999999999,76.03030303030303,70.69351999999999,1.4845446305180356,0.11281573928940707,False,100.03228000000001,1.6873852681985226,0.34593166777091366,False,41.91768,1.2591319337808287,0.18530226558499718,False,1.99496,0.23478243119961112,2.1894312848433066,False
253,2026-01-03 15:00:00,M-02,Line-D,71.164,101.685,42.203,2.29,48.853,0.752,78.0,108.0,49.0,3.3,Shift-B,OP-018,RM-0026,25.82,76.71,46.0,92.58,Stable,Accepted,6.8359999999999985,91.23589743589744,6.314999999999998,94.15277777777779,6.796999999999997,86.12857142857143,1.0099999999999998,69.39393939393939,70.7454,1.477101243426888,0.28339289663641615,False,100.21748,1.5987530067733178,0.9179153964262615,False,41.88856,1.2430357356085866,0.25296135178773105,False,2.00652,0.24209315011650676,1.1709542375055877,False
254,2026-01-03 15:15:00,M-02,Line-D,69.336,101.856,42.252,2.053,51.442,0.967,78.0,108.0,49.0,3.3,Shift-B,OP-018,RM-0057,26.35,83.82,20.0,97.93,Stable,Accepted,8.664000000000001,88.8923076923077,6.1440000000000055,94.3111111111111,6.7479999999999976,86.22857142857143,1.2469999999999999,62.21212121212122,70.65484,1.4918516648782272,-0.8840289092063621,False,100.32588,1.6148681917316712,0.9475200563330208,False,41.93072,1.2364951651071334,0.25983118176783565,False,2.0167599999999997,0.23824519582424633,0.15211219632203854,False
