batch_id,timestamp,machine_id,product_line,temperature,pressure,cycle_time,vibration,quality_measurement,defect_rate,temperature_tolerance,pressure_tolerance,cycle_time_tolerance,vibration_tolerance,operator_shift,operator_id,raw_material_batch,ambient_temperature,energy_consumption,maintenance_days,production_speed,actual_status,final_outcome
13791,2026-05-24 15:30:00,M-01,Line-D,72.809,104.026,45.739,3.17,45.573,3.468,78.0,108.0,49.0,3.3,Shift-B,OP-012,RM-0032,22.14,95.16,18,96.15,Warning,Rework
3412,2026-02-05 12:45:00,M-06,Line-C,72.906,98.099,40.151,2.444,47.148,2.133,78.0,108.0,49.0,3.3,Shift-B,OP-029,RM-0107,27.13,83.75,53,100.1,Warning,Accepted
145,2026-01-02 12:00:00,M-06,Line-C,70.504,100.589,41.616,2.197,49.991,0.498,78.0,108.0,49.0,3.3,Shift-B,OP-019,RM-0040,25.13,86.21,67,100.27,Stable,Accepted
13144,2026-05-17 21:45:00,M-04,Line-B,75.274,105.698,43.562,3.179,45.26,4.846,78.0,108.0,49.0,3.3,Shift-C,OP-024,RM-0122,23.13,88.44,9,95.09,Critical,Rejected
9747,2026-04-12 12:30:00,M-02,Line-A,72.92,102.266,42.312,2.12,49.035,1.629,78.0,108.0,49.0,3.3,Shift-B,OP-007,RM-0026,26.37,82.41,2,101.07,Stable,Accepted
7749,2026-03-22 17:00:00,M-04,Line-C,70.152,101.418,42.988,2.024,50.111,0.744,78.0,108.0,49.0,3.3,Shift-C,OP-008,RM-0078,23.48,86.27,58,99.06,Stable,Accepted
3998,2026-02-11 15:15:00,M-06,Line-D,68.956,97.407,44.475,2.055,49.618,1.28,78.0,108.0,49.0,3.3,Shift-B,OP-010,RM-0009,26.8,89.79,66,94.21,Stable,Accepted
14975,2026-06-05 23:30:00,M-06,Line-C,75.726,103.322,43.337,3.369,43.946,4.328,78.0,108.0,49.0,3.3,Shift-C,OP-026,RM-0112,26.87,101.2,119,100.08,Critical,Rejected
12918,2026-05-15 13:15:00,M-04,Line-D,76.043,103.949,41.863,3.253,44.911,4.486,78.0,108.0,49.0,3.3,Shift-B,OP-016,RM-0051,25.38,87.25,110,101.19,Critical,Rejected
4732,2026-02-19 06:45:00,M-05,Line-D,71.693,98.703,43.989,1.968,51.695,0.804,78.0,108.0,49.0,3.3,Shift-A,OP-027,RM-0013,23.74,94.9,120,97.81,Stable,Accepted
9198,2026-04-06 19:15:00,M-02,Line-A,69.728,102.548,41.918,2.256,49.372,0.782,78.0,108.0,49.0,3.3,Shift-C,OP-017,RM-0061,28.18,89.34,28,98.64,Stable,Accepted
12414,2026-05-10 07:15:00,M-03,Line-D,74.479,101.718,42.939,2.738,46.166,2.874,78.0,108.0,49.0,3.3,Shift-A,OP-019,RM-0121,26.54,90.05,3,97.46,Warning,Rework
10425,2026-04-19 14:00:00,M-01,Line-D,69.487,102.232,44.257,2.418,50.307,1.635,78.0,108.0,49.0,3.3,Shift-B,OP-006,RM-0094,24.46,87.72,99,97.73,Stable,Accepted
11813,2026-05-04 01:00:00,M-04,Line-C,72.547,105.247,40.401,2.616,49.091,2.582,78.0,108.0,49.0,3.3,Shift-A,OP-009,RM-0020,27.52,87.51,100,98.51,Warning,Accepted
8268,2026-03-28 02:45:00,M-04,Line-D,70.164,99.771,41.957,1.916,48.989,0.589,78.0,108.0,49.0,3.3,Shift-A,OP-020,RM-0137,23.68,85.99,26,100.6,Stable,Accepted
12035,2026-05-06 08:30:00,M-03,Line-D,71.488,99.041,43.585,3.245,50.271,2.156,78.0,108.0,49.0,3.3,Shift-B,OP-024,RM-0127,27.64,88.82,5,98.05,Warning,Accepted
1831,2026-01-20 01:30:00,M-03,Line-C,69.845,99.131,43.579,1.697,49.748,1.113,78.0,108.0,49.0,3.3,Shift-A,OP-014,RM-0076,22.25,85.58,87,96.6,Stable,Accepted
11070,2026-04-26 07:15:00,M-06,Line-B,72.915,100.624,40.991,2.664,48.098,1.768,78.0,108.0,49.0,3.3,Shift-A,OP-010,RM-0005,21.38,92.27,41,99.81,Stable,Accepted
86,2026-01-01 21:15:00,M-05,Line-B,67.795,99.525,41.917,1.59,51.78,1.062,78.0,108.0,49.0,3.3,Shift-C,OP-006,RM-0062,24.68,86.95,77,97.89,Stable,Accepted
14079,2026-05-27 15:30:00,M-02,Line-C,75.429,103.263,43.512,2.926,45.254,3.474,78.0,108.0,49.0,3.3,Shift-B,OP-019,RM-0014,23.16,84.26,44,98.92,Warning,Rework
1220,2026-01-13 16:45:00,M-03,Line-A,67.287,98.036,41.095,1.504,50.638,1.209,78.0,108.0,49.0,3.3,Shift-C,OP-011,RM-0092,26.26,81.85,4,99.8,Stable,Accepted
4232,2026-02-14 01:45:00,M-06,Line-B,72.843,99.079,42.41,2.176,50.503,1.304,78.0,108.0,49.0,3.3,Shift-A,OP-011,RM-0100,25.68,80.12,63,98.26,Stable,Accepted
5082,2026-02-22 22:15:00,M-04,Line-A,71.314,100.932,39.938,2.268,50.205,1.22,78.0,108.0,49.0,3.3,Shift-C,OP-009,RM-0144,22.2,82.18,32,103.87,Stable,Accepted
3596,2026-02-07 10:45:00,M-02,Line-D,71.083,102.316,40.8,1.634,49.619,1.223,78.0,108.0,49.0,3.3,Shift-B,OP-005,RM-0100,28.34,82.69,101,105.15,Stable,Accepted
3746,2026-02-09 00:15:00,M-06,Line-B,68.929,103.228,42.692,1.878,48.978,0.757,78.0,108.0,49.0,3.3,Shift-A,OP-013,RM-0028,28.63,86.62,44,100.15,Stable,Accepted
5423,2026-02-26 11:30:00,M-01,Line-A,71.595,100.393,44.183,2.252,48.882,1.491,78.0,108.0,49.0,3.3,Shift-B,OP-029,RM-0135,22.8,87.76,36,97.32,Stable,Accepted
13644,2026-05-23 02:45:00,M-06,Line-B,73.831,101.823,44.01,3.229,46.228,3.248,78.0,108.0,49.0,3.3,Shift-A,OP-007,RM-0087,22.32,87.95,77,97.84,Warning,Rework
4460,2026-02-16 10:45:00,M-04,Line-A,70.04,103.876,40.398,2.352,49.218,1.207,78.0,108.0,49.0,3.3,Shift-B,OP-027,RM-0110,24.39,90.26,80,100.53,Stable,Accepted
13411,2026-05-20 16:30:00,M-06,Line-A,70.375,104.427,44.738,3.152,46.947,3.058,78.0,108.0,49.0,3.3,Shift-C,OP-011,RM-0116,21.66,89.74,61,95.63,Warning,Rework
4029,2026-02-11 23:00:00,M-05,Line-C,70.974,98.733,41.14,1.959,50.191,1.436,78.0,108.0,49.0,3.3,Shift-C,OP-006,RM-0137,26.75,88.23,34,98.74,Stable,Accepted
8819,2026-04-02 20:30:00,M-05,Line-B,70.097,100.453,42.147,2.217,49.122,0.699,78.0,108.0,49.0,3.3,Shift-C,OP-030,RM-0074,26.81,84.69,17,94.87,Stable,Accepted
595,2026-01-07 04:30:00,M-02,Line-A,68.914,98.25,42.081,1.597,49.801,0.05,78.0,108.0,49.0,3.3,Shift-A,OP-021,RM-0103,26.84,83.05,109,100.63,Stable,Accepted
4650,2026-02-18 10:15:00,M-02,Line-B,70.265,98.493,42.953,2.266,50.455,1.586,78.0,108.0,49.0,3.3,Shift-B,OP-014,RM-0134,23.55,85.64,107,99.82,Stable,Accepted
4123,2026-02-12 22:30:00,M-06,Line-B,72.405,99.709,42.627,2.449,46.383,1.866,78.0,108.0,49.0,3.3,Shift-C,OP-003,RM-0123,25.09,94.33,8,92.13,Warning,Accepted
7793,2026-03-23 04:00:00,M-05,Line-C,69.03,98.252,39.174,1.959,48.986,0.389,78.0,108.0,49.0,3.3,Shift-A,OP-004,RM-0119,22.76,84.68,52,100.97,Stable,Accepted
12370,2026-05-09 20:15:00,M-02,Line-C,71.668,101.492,43.818,2.808,47.697,2.021,78.0,108.0,49.0,3.3,Shift-C,OP-023,RM-0071,28.15,85.95,69,95.79,Warning,Accepted
4177,2026-02-13 12:00:00,M-02,Line-B,72.31,99.049,41.348,2.517,47.13,1.797,78.0,108.0,49.0,3.3,Shift-B,OP-011,RM-0148,24.8,91.48,56,100.45,Warning,Accepted
10087,2026-04-16 01:30:00,M-04,Line-D,71.258,102.261,42.987,2.441,48.216,0.842,78.0,108.0,49.0,3.3,Shift-A,OP-018,RM-0144,24.23,89.05,77,101.62,Stable,Accepted
14743,2026-06-03 13:30:00,M-01,Line-A,74.151,106.107,44.518,3.418,45.654,4.794,78.0,108.0,49.0,3.3,Shift-B,OP-030,RM-0048,28.53,93.85,105,95.38,Critical,Rejected
14075,2026-05-27 14:30:00,M-05,Line-C,73.599,101.568,42.858,3.153,47.334,2.831,78.0,108.0,49.0,3.3,Shift-B,OP-021,RM-0061,23.2,95.12,70,98.2,Warning,Rework
8395,2026-03-29 10:30:00,M-01,Line-C,72.424,100.37,41.294,2.11,48.928,1.143,78.0,108.0,49.0,3.3,Shift-B,OP-027,RM-0132,22.27,89.28,24,100.46,Stable,Accepted
62,2026-01-01 15:15:00,M-05,Line-B,67.516,100.685,40.968,1.887,49.208,0.658,78.0,108.0,49.0,3.3,Shift-B,OP-002,RM-0085,24.72,80.5,64,100.84,Stable,Accepted
9314,2026-04-08 00:15:00,M-06,Line-C,70.114,101.015,40.301,2.371,48.503,1.05,78.0,108.0,49.0,3.3,Shift-A,OP-009,RM-0061,27.42,79.15,65,101.37,Stable,Accepted
6127,2026-03-05 19:30:00,M-01,Line-C,69.03,101.34,42.315,1.692,49.912,0.926,78.0,108.0,49.0,3.3,Shift-C,OP-006,RM-0085,28.19,84.87,101,100.53,Stable,Accepted
10240,2026-04-17 15:45:00,M-04,Line-B,72.071,101.715,43.134,2.367,49.851,1.124,78.0,108.0,49.0,3.3,Shift-B,OP-020,RM-0005,23.41,86.43,111,93.99,Stable,Accepted
10697,2026-04-22 10:00:00,M-01,Line-A,70.848,98.717,43.485,2.395,48.889,0.881,78.0,108.0,49.0,3.3,Shift-B,OP-025,RM-0139,22.94,91.0,72,96.84,Stable,Accepted
8920,2026-04-03 21:45:00,M-05,Line-A,69.689,100.574,40.23,2.052,51.616,0.448,78.0,108.0,49.0,3.3,Shift-C,OP-024,RM-0045,26.72,80.16,73,99.03,Stable,Accepted
11244,2026-04-28 02:45:00,M-02,Line-D,72.902,100.565,43.643,2.266,48.091,1.286,78.0,108.0,49.0,3.3,Shift-A,OP-027,RM-0050,23.44,91.16,42,98.53,Stable,Accepted
9288,2026-04-07 17:45:00,M-01,Line-A,72.283,97.599,42.269,2.548,47.815,2.009,78.0,108.0,49.0,3.3,Shift-C,OP-016,RM-0130,27.53,91.91,38,100.26,Warning,Accepted
13907,2026-05-25 20:30:00,M-06,Line-B,75.691,105.304,46.399,2.894,42.026,4.704,78.0,108.0,49.0,3.3,Shift-C,OP-022,RM-0008,22.75,91.68,37,95.87,Critical,Rejected
12392,2026-05-10 01:45:00,M-03,Line-C,72.134,100.089,44.037,3.079,45.955,2.833,78.0,108.0,49.0,3.3,Shift-A,OP-010,RM-0062,28.58,97.29,92,97.95,Warning,Rework
13703,2026-05-23 17:30:00,M-06,Line-C,75.062,106.117,44.94,2.72,45.79,4.163,78.0,108.0,49.0,3.3,Shift-C,OP-008,RM-0132,21.67,93.66,90,98.09,Critical,Rejected
4879,2026-02-20 19:30:00,M-05,Line-C,68.774,99.058,43.364,1.934,50.255,0.505,78.0,108.0,49.0,3.3,Shift-C,OP-013,RM-0075,21.37,90.59,26,95.73,Stable,Accepted
8122,2026-03-26 14:15:00,M-06,Line-B,71.01,100.493,41.838,2.052,51.429,1.068,78.0,108.0,49.0,3.3,Shift-B,OP-014,RM-0077,22.31,86.97,102,99.19,Stable,Accepted
14899,2026-06-05 04:30:00,M-03,Line-C,73.78,104.807,44.475,3.391,44.433,3.602,78.0,108.0,49.0,3.3,Shift-A,OP-011,RM-0134,26.72,89.05,23,92.63,Critical,Rejected
14492,2026-05-31 22:45:00,M-06,Line-A,75.893,104.367,43.522,3.371,44.1,4.308,78.0,108.0,49.0,3.3,Shift-C,OP-003,RM-0070,25.42,101.29,85,94.62,Critical,Rejected
7059,2026-03-15 12:30:00,M-06,Line-A,70.73,97.589,41.588,2.102,51.2,0.444,78.0,108.0,49.0,3.3,Shift-B,OP-023,RM-0089,25.56,88.92,17,98.18,Stable,Accepted
11417,2026-04-29 22:00:00,M-05,Line-B,72.711,100.202,44.357,2.919,49.022,2.947,78.0,108.0,49.0,3.3,Shift-C,OP-025,RM-0147,25.7,91.49,52,97.54,Warning,Rework
5652,2026-02-28 20:45:00,M-05,Line-C,69.4,102.581,42.011,1.789,50.701,0.938,78.0,108.0,49.0,3.3,Shift-C,OP-008,RM-0043,24.42,81.39,73,99.29,Stable,Accepted
3981,2026-02-11 11:00:00,M-03,Line-C,69.878,96.782,40.95,2.235,50.54,0.729,78.0,108.0,49.0,3.3,Shift-B,OP-022,RM-0123,27.99,87.16,95,104.15,Stable,Accepted
959,2026-01-10 23:30:00,M-06,Line-C,71.885,102.286,40.421,1.989,49.556,1.15,78.0,108.0,49.0,3.3,Shift-C,OP-022,RM-0124,26.99,78.09,53,104.09,Stable,Accepted
473,2026-01-05 22:00:00,M-03,Line-B,68.162,100.437,42.895,1.821,50.307,0.732,78.0,108.0,49.0,3.3,Shift-C,OP-029,RM-0039,26.77,80.73,116,99.43,Stable,Accepted
14532,2026-06-01 08:45:00,M-01,Line-B,74.569,106.808,46.328,3.149,42.946,5.258,78.0,108.0,49.0,3.3,Shift-B,OP-013,RM-0139,26.12,92.17,10,95.26,Critical,Rejected
1514,2026-01-16 18:15:00,M-02,Line-B,70.927,101.812,41.577,2.33,49.764,0.635,78.0,108.0,49.0,3.3,Shift-C,,RM-0077,24.91,86.59,90,103.68,Stable,Accepted
2291,2026-01-24 20:30:00,M-03,Line-A,69.745,97.941,41.136,1.894,51.419,0.399,78.0,108.0,49.0,3.3,Shift-C,OP-014,RM-0024,20.85,80.73,53,98.43,Stable,Accepted
11433,2026-04-30 02:00:00,M-04,Line-C,73.683,100.249,44.311,2.856,46.39,2.467,78.0,108.0,49.0,3.3,Shift-A,OP-005,RM-0123,23.8,88.58,15,98.82,Warning,Accepted
5982,2026-03-04 07:15:00,M-05,Line-A,69.824,99.128,41.51,1.567,51.137,1.028,78.0,108.0,49.0,3.3,Shift-A,OP-022,RM-0022,26.19,84.46,44,99.71,Stable,Accepted
13955,2026-05-26 08:30:00,M-06,Line-D,73.214,103.465,44.883,2.965,46.198,3.682,78.0,108.0,49.0,3.3,Shift-B,OP-005,RM-0060,22.99,86.55,51,101.64,Critical,Rejected
12281,2026-05-08 22:00:00,M-05,Line-D,73.023,102.069,42.493,2.849,47.361,2.548,78.0,108.0,49.0,3.3,Shift-C,OP-001,RM-0024,27.36,85.5,5,100.1,Warning,Accepted
1480,2026-01-16 09:45:00,M-03,Line-C,70.403,97.269,41.289,2.106,47.992,0.917,78.0,108.0,49.0,3.3,Shift-B,OP-018,RM-0039,24.5,88.41,102,103.43,Warning,Accepted
9074,2026-04-05 12:15:00,M-04,Line-A,71.202,102.424,41.711,2.113,52.079,1.104,78.0,108.0,49.0,3.3,Shift-B,OP-026,RM-0062,25.76,79.74,30,100.63,Stable,Accepted
4920,2026-02-21 05:45:00,M-04,Line-A,69.78,99.535,42.279,2.024,48.971,0.76,78.0,108.0,49.0,3.3,Shift-A,OP-024,RM-0147,24.27,87.43,100,100.75,Stable,Accepted
2900,2026-01-31 04:45:00,M-02,Line-D,70.277,100.622,41.696,1.895,51.152,0.975,78.0,108.0,49.0,3.3,Shift-A,OP-001,RM-0147,24.39,83.52,52,100.96,Stable,Accepted
13960,2026-05-26 09:45:00,M-05,Line-A,74.216,101.48,44.306,3.161,47.365,3.532,78.0,108.0,49.0,3.3,Shift-B,OP-001,RM-0044,22.58,90.23,106,96.23,Critical,Rejected
12493,2026-05-11 03:00:00,M-02,Line-C,73.934,106.354,43.287,2.512,44.951,2.912,78.0,108.0,49.0,3.3,Shift-A,OP-018,RM-0075,27.65,85.33,19,95.61,Warning,Rework
10768,2026-04-23 03:45:00,M-02,Line-B,70.596,104.056,44.801,2.518,47.726,2.471,78.0,108.0,49.0,3.3,Shift-A,OP-003,RM-0051,21.57,85.08,22,98.48,Warning,Accepted
9101,2026-04-05 19:00:00,M-02,Line-B,74.192,102.98,42.63,2.625,47.372,2.584,78.0,108.0,49.0,3.3,Shift-C,OP-021,RM-0109,26.7,83.49,74,102.94,Warning,Accepted
3703,2026-02-08 13:30:00,M-02,Line-C,70.636,102.008,39.775,2.057,49.387,1.131,78.0,108.0,49.0,3.3,Shift-B,OP-012,RM-0119,28.05,80.03,5,100.51,Stable,Accepted
3685,2026-02-08 09:00:00,M-06,Line-A,71.461,101.377,41.413,2.044,50.908,1.492,78.0,108.0,49.0,3.3,Shift-B,OP-026,RM-0100,28.1,87.5,30,97.38,Stable,Accepted
13102,2026-05-17 11:15:00,M-06,Line-D,72.322,102.463,44.233,3.053,47.594,2.362,78.0,108.0,49.0,3.3,Shift-B,OP-008,RM-0136,23.85,92.21,48,96.29,Warning,Accepted
9521,2026-04-10 04:00:00,M-02,Line-C,70.938,104.21,40.546,2.064,48.609,0.926,78.0,108.0,49.0,3.3,Shift-A,OP-003,RM-0122,28.32,82.57,116,99.64,Warning,Accepted
10831,2026-04-23 19:30:00,M-02,Line-A,71.6,100.45,43.337,2.177,51.038,1.254,78.0,108.0,49.0,3.3,Shift-C,OP-013,RM-0057,20.87,89.35,97,95.32,Stable,Accepted
5641,2026-02-28 18:00:00,M-05,Line-C,67.086,96.042,41.895,1.963,50.985,1.009,78.0,108.0,49.0,3.3,Shift-C,OP-004,RM-0141,25.37,84.53,1,96.36,Stable,Accepted
9590,2026-04-10 21:15:00,M-02,Line-C,71.669,104.067,42.045,2.775,47.5,2.298,78.0,108.0,49.0,3.3,Shift-C,OP-002,RM-0034,27.02,89.19,104,100.18,Warning,Accepted
4746,2026-02-19 10:15:00,M-02,Line-C,69.36,102.266,40.655,1.884,47.825,1.183,78.0,108.0,49.0,3.3,Shift-B,OP-025,RM-0047,22.1,82.53,54,100.72,Warning,Accepted
12571,2026-05-11 22:30:00,M-02,Line-A,75.227,102.81,42.373,3.121,43.874,3.99,78.0,108.0,49.0,3.3,Shift-C,OP-021,RM-0058,26.33,87.3,48,98.74,Critical,Rejected
492,2026-01-06 02:45:00,M-06,Line-D,72.594,99.046,41.801,2.459,50.893,1.422,78.0,108.0,49.0,3.3,Shift-A,OP-023,RM-0131,27.01,90.49,73,102.74,Stable,Accepted
12298,2026-05-09 02:15:00,M-06,Line-A,77.878,101.151,44.039,2.98,44.653,5.102,78.0,108.0,49.0,3.3,Shift-A,OP-010,RM-0010,28.96,94.72,58,100.4,Critical,Rejected
12958,2026-05-15 23:15:00,M-02,Line-C,72.362,107.292,42.82,2.807,46.013,3.029,78.0,108.0,49.0,3.3,Shift-C,OP-012,RM-0143,25.04,83.97,34,102.01,Warning,Rework
13155,2026-05-18 00:30:00,M-06,Line-B,74.963,104.468,44.839,3.23,45.476,4.525,78.0,108.0,49.0,3.3,Shift-A,OP-002,RM-0021,23.48,88.71,30,97.05,Critical,Rejected
3845,2026-02-10 01:00:00,M-06,Line-C,67.709,100.314,41.349,1.823,50.182,0.914,78.0,108.0,49.0,3.3,Shift-A,OP-029,RM-0119,27.75,81.59,106,100.16,Stable,Accepted
7673,2026-03-21 22:00:00,M-05,Line-B,70.067,102.261,41.184,2.141,49.488,1.031,78.0,108.0,49.0,3.3,Shift-C,OP-006,RM-0122,21.67,88.59,5,97.92,Stable,Accepted
4697,2026-02-18 22:00:00,M-01,Line-A,70.409,99.238,41.407,2.364,51.234,1.231,78.0,108.0,49.0,3.3,Shift-C,OP-010,RM-0106,23.17,84.31,113,104.52,Stable,Accepted
128,2026-01-02 07:45:00,M-05,Line-D,65.701,98.695,44.121,1.69,50.544,1.459,78.0,108.0,49.0,3.3,Shift-A,OP-014,RM-0029,25.52,89.38,86,96.24,Stable,Accepted
9163,2026-04-06 10:30:00,M-04,Line-A,71.921,101.793,44.203,2.44,50.319,1.558,78.0,108.0,49.0,3.3,Shift-B,OP-014,RM-0072,26.14,90.25,78,95.11,Stable,Accepted
5020,2026-02-22 06:45:00,M-04,Line-A,71.29,102.123,40.763,2.145,50.554,0.962,78.0,108.0,49.0,3.3,Shift-A,OP-011,RM-0099,22.57,84.23,26,101.25,Stable,Accepted
14490,2026-05-31 22:15:00,M-03,Line-A,72.905,104.248,42.018,3.137,46.112,2.751,78.0,108.0,49.0,3.3,Shift-C,OP-015,RM-0019,24.59,94.57,61,104.25,Warning,Rework
12417,2026-05-10 08:00:00,M-06,Line-A,74.465,100.758,45.086,2.89,43.859,3.531,78.0,108.0,49.0,3.3,Shift-B,OP-003,RM-0047,27.51,88.67,45,99.39,Critical,Rejected
1265,2026-01-14 04:00:00,M-02,Line-B,72.679,102.067,42.579,2.032,50.407,1.79,78.0,108.0,49.0,3.3,Shift-A,OP-022,RM-0101,25.73,86.21,103,101.26,Stable,Accepted
7631,2026-03-21 11:30:00,M-02,Line-C,69.985,103.201,42.345,2.032,47.543,1.268,78.0,108.0,49.0,3.3,Shift-B,OP-003,RM-0085,21.07,85.35,31,99.89,Warning,Accepted
10716,2026-04-22 14:45:00,M-03,Line-D,70.147,103.08,41.193,2.31,50.422,0.857,78.0,108.0,49.0,3.3,Shift-B,OP-006,RM-0040,21.53,80.39,30,101.23,Stable,Accepted
13626,2026-05-22 22:15:00,M-03,Line-D,73.137,102.611,45.26,3.191,45.638,3.88,78.0,108.0,49.0,3.3,Shift-C,OP-025,RM-0025,21.14,95.31,55,100.03,Critical,Rejected
7970,2026-03-25 00:15:00,M-03,Line-A,69.94,100.487,42.733,1.972,50.071,0.449,78.0,108.0,49.0,3.3,Shift-A,OP-020,RM-0029,21.27,81.36,97,98.21,Stable,Accepted
14831,2026-06-04 11:30:00,M-03,Line-C,75.299,104.269,43.977,3.494,45.68,3.875,78.0,108.0,49.0,3.3,Shift-B,OP-012,RM-0021,28.36,88.77,112,91.39,Critical,Rejected
5408,2026-02-26 07:45:00,M-05,Line-C,66.216,100.363,42.699,1.973,49.767,0.838,78.0,108.0,49.0,3.3,Shift-A,OP-010,RM-0006,24.09,75.21,59,97.53,Stable,Accepted
9949,2026-04-14 15:00:00,M-06,Line-C,71.049,100.094,39.68,2.16,50.876,0.617,78.0,108.0,49.0,3.3,Shift-B,OP-024,RM-0147,26.34,80.47,100,100.22,Stable,Accepted
7925,2026-03-24 13:00:00,M-01,Line-B,70.089,97.781,42.575,2.231,47.335,0.748,78.0,108.0,49.0,3.3,Shift-B,OP-010,RM-0045,21.83,85.83,15,97.15,Warning,Accepted
276,2026-01-03 20:45:00,M-03,Line-B,69.964,99.879,42.754,1.854,49.36,1.268,78.0,108.0,49.0,3.3,Shift-C,OP-018,RM-0091,27.46,85.14,102,96.82,Stable,Accepted
4992,2026-02-21 23:45:00,M-04,Line-A,69.716,99.989,44.464,1.694,49.989,0.96,78.0,108.0,49.0,3.3,Shift-C,OP-013,RM-0034,22.34,88.96,85,92.89,Stable,Accepted
13135,2026-05-17 19:30:00,M-05,Line-B,73.067,103.646,42.894,3.101,45.395,3.089,78.0,108.0,49.0,3.3,Shift-C,OP-029,RM-0045,23.37,90.18,2,97.84,Warning,Rework
12666,2026-05-12 22:15:00,M-04,Line-C,73.38,99.306,43.434,2.801,46.535,2.712,78.0,108.0,49.0,3.3,Shift-C,OP-026,RM-0124,25.94,89.44,7,100.45,Warning,Rework
1273,2026-01-14 06:00:00,M-06,Line-C,70.627,101.413,39.456,1.778,50.472,0.701,78.0,108.0,49.0,3.3,Shift-A,OP-024,RM-0094,25.62,86.92,70,103.25,Stable,Accepted
12154,2026-05-07 14:15:00,M-04,Line-D,73.683,100.98,45.105,2.95,45.145,3.368,78.0,108.0,49.0,3.3,Shift-B,OP-018,RM-0067,27.06,89.01,103,91.54,Warning,Rework
13395,2026-05-20 12:30:00,M-03,Line-B,74.374,103.935,44.506,2.798,46.237,3.989,78.0,108.0,49.0,3.3,Shift-B,OP-012,RM-0133,23.95,84.2,6,96.51,Critical,Rejected
5795,2026-03-02 08:30:00,M-03,Line-A,69.818,99.421,40.485,1.972,50.595,0.487,78.0,108.0,49.0,3.3,Shift-B,OP-009,RM-0075,24.47,91.24,29,105.33,Stable,Accepted
13785,2026-05-24 14:00:00,M-06,Line-C,73.556,103.811,43.539,2.915,44.45,2.637,78.0,108.0,49.0,3.3,Shift-B,OP-011,RM-0110,23.16,80.79,61,93.99,Warning,Accepted
1898,2026-01-20 18:15:00,M-06,Line-D,72.279,101.294,40.959,2.227,49.408,0.748,78.0,108.0,49.0,3.3,Shift-C,OP-011,RM-0074,22.5,96.4,116,103.76,Stable,Accepted
11904,2026-05-04 23:45:00,M-03,Line-B,74.813,102.71,45.35,2.954,45.236,4.581,78.0,108.0,49.0,3.3,Shift-C,OP-002,RM-0024,27.86,88.45,21,93.26,Critical,Rejected
13474,2026-05-21 08:15:00,M-01,Line-B,73.349,101.681,44.028,3.179,47.586,2.977,78.0,108.0,49.0,3.3,Shift-B,OP-009,RM-0076,22.68,90.15,46,96.16,Warning,Rework
14001,2026-05-26 20:00:00,M-03,Line-A,74.848,102.34,44.863,3.648,44.631,4.78,78.0,108.0,49.0,3.3,Shift-C,OP-019,RM-0078,22.62,99.58,81,97.47,Critical,Rejected
7946,2026-03-24 18:15:00,M-04,Line-B,69.257,100.294,41.551,1.91,50.656,0.992,78.0,108.0,49.0,3.3,Shift-C,OP-002,RM-0003,21.54,84.43,107,99.88,Stable,Accepted
7388,2026-03-18 22:45:00,M-04,Line-D,71.855,102.004,43.341,2.504,49.745,1.199,78.0,108.0,49.0,3.3,Shift-C,OP-030,RM-0136,24.98,88.15,74,99.58,Stable,Accepted
8766,2026-04-02 07:15:00,M-02,Line-B,70.867,99.672,43.627,1.941,48.419,0.88,78.0,108.0,49.0,3.3,Shift-A,OP-010,RM-0055,25.13,90.11,81,98.19,Stable,Accepted
14741,2026-06-03 13:00:00,M-03,Line-B,75.858,104.744,44.57,3.683,43.127,4.607,78.0,108.0,49.0,3.3,Shift-B,OP-030,RM-0065,27.62,91.21,12,95.13,Critical,Rejected
11170,2026-04-27 08:15:00,M-05,Line-C,68.742,103.304,42.593,2.692,47.477,1.599,78.0,108.0,49.0,3.3,Shift-B,OP-016,RM-0004,23.26,82.35,2,99.49,Warning,Accepted
1459,2026-01-16 04:30:00,M-02,Line-A,70.522,101.58,42.273,2.023,49.527,0.925,78.0,108.0,49.0,3.3,Shift-A,OP-007,RM-0147,25.8,93.3,91,98.74,Stable,Accepted
8982,2026-04-04 13:15:00,M-04,Line-D,71.363,102.615,41.21,2.403,50.156,1.164,78.0,108.0,49.0,3.3,Shift-B,OP-010,RM-0078,25.74,84.46,47,103.23,Stable,Accepted
9053,2026-04-05 07:00:00,M-01,Line-C,68.213,99.913,41.054,2.392,47.509,0.71,78.0,108.0,49.0,3.3,Shift-A,OP-013,RM-0043,26.7,79.7,110,99.27,Warning,Accepted
7282,2026-03-17 20:15:00,M-02,Line-C,69.49,101.587,40.136,1.956,50.491,0.683,78.0,108.0,49.0,3.3,Shift-C,OP-017,RM-0083,23.47,87.29,96,97.49,Stable,Accepted
3586,2026-02-07 08:15:00,M-02,Line-D,68.159,100.151,41.01,1.739,49.6,0.613,78.0,108.0,49.0,3.3,Shift-B,OP-012,RM-0120,28.21,86.06,105,103.7,Stable,Accepted
2827,2026-01-30 10:30:00,M-03,Line-A,69.396,98.297,41.004,2.04,50.696,0.992,78.0,108.0,49.0,3.3,Shift-B,OP-009,RM-0142,24.68,77.08,63,105.69,Stable,Accepted
716,2026-01-08 10:45:00,M-05,Line-A,70.515,98.11,41.991,1.526,50.069,0.913,78.0,108.0,49.0,3.3,Shift-B,OP-012,RM-0021,27.24,90.75,65,100.48,Stable,Accepted
